market_num,tracking_id,parent_market_num,parent_market_name,market_name,question,search_query,region,bucket,system_type,underlying_event_group,group,tier,outcome_market_kind,outcome_order,primary_outcome_to_track,exact_polymarket_slug,slug_search_hint,parent_slug_search_hint,selected_reason,status,liquidity_ok,rules_ok,notes
146,RSO-0146,29,Brazil Presidential Election First Round: 3rd Place,Brazil Presidential Election First Round: 3rd Place — Eduardo Bolsonaro,Brazil Presidential Election First Round: 3rd Place,Brazil Presidential Election First Round: 3rd Place Eduardo Bolsonaro,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_third_place_2026,tracked,brazil_core,multi_outcome_contract,9,Eduardo Bolsonaro,TODO_VERIFY,brazil-presidential-election-first-round-3rd-place-eduardo-bolsonaro,brazil-presidential-election-first-round-3rd-place,First-round third-place market; tests field fragmentation beyond Lula/Flávio.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
147,RSO-0147,29,Brazil Presidential Election First Round: 3rd Place,Brazil Presidential Election First Round: 3rd Place — Aldo Rebelo,Brazil Presidential Election First Round: 3rd Place,Brazil Presidential Election First Round: 3rd Place Aldo Rebelo,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_third_place_2026,tracked,brazil_core,multi_outcome_contract,10,Aldo Rebelo,TODO_VERIFY,brazil-presidential-election-first-round-3rd-place-aldo-rebelo,brazil-presidential-election-first-round-3rd-place,First-round third-place market; tests field fragmentation beyond Lula/Flávio.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
148,RSO-0148,29,Brazil Presidential Election First Round: 3rd Place,Brazil Presidential Election First Round: 3rd Place — Tarcisio de Freitas,Brazil Presidential Election First Round: 3rd Place,Brazil Presidential Election First Round: 3rd Place Tarcisio de Freitas,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_third_place_2026,tracked,brazil_core,multi_outcome_contract,11,Tarcisio de Freitas,TODO_VERIFY,brazil-presidential-election-first-round-3rd-place-tarcisio-de-freitas,brazil-presidential-election-first-round-3rd-place,First-round third-place market; tests field fragmentation beyond Lula/Flávio.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
149,RSO-0149,29,Brazil Presidential Election First Round: 3rd Place,Brazil Presidential Election First Round: 3rd Place — Jair Bolsonaro,Brazil Presidential Election First Round: 3rd Place,Brazil Presidential Election First Round: 3rd Place Jair Bolsonaro,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_third_place_2026,tracked,brazil_core,multi_outcome_contract,12,Jair Bolsonaro,TODO_VERIFY,brazil-presidential-election-first-round-3rd-place-jair-bolsonaro,brazil-presidential-election-first-round-3rd-place,First-round third-place market; tests field fragmentation beyond Lula/Flávio.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
150,RSO-0150,29,Brazil Presidential Election First Round: 3rd Place,Brazil Presidential Election First Round: 3rd Place — Ratinho Júnior,Brazil Presidential Election First Round: 3rd Place,Brazil Presidential Election First Round: 3rd Place Ratinho Júnior,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_third_place_2026,tracked,brazil_core,multi_outcome_contract,13,Ratinho Júnior,TODO_VERIFY,brazil-presidential-election-first-round-3rd-place-ratinho-j-nior,brazil-presidential-election-first-round-3rd-place,First-round third-place market; tests field fragmentation beyond Lula/Flávio.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
151,RSO-0151,29,Brazil Presidential Election First Round: 3rd Place,Brazil Presidential Election First Round: 3rd Place — Geraldo Alckmin,Brazil Presidential Election First Round: 3rd Place,Brazil Presidential Election First Round: 3rd Place Geraldo Alckmin,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_third_place_2026,tracked,brazil_core,multi_outcome_contract,14,Geraldo Alckmin,TODO_VERIFY,brazil-presidential-election-first-round-3rd-place-geraldo-alckmin,brazil-presidential-election-first-round-3rd-place,First-round third-place market; tests field fragmentation beyond Lula/Flávio.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
152,RSO-0152,29,Brazil Presidential Election First Round: 3rd Place,Brazil Presidential Election First Round: 3rd Place — Tereza Cristina,Brazil Presidential Election First Round: 3rd Place,Brazil Presidential Election First Round: 3rd Place Tereza Cristina,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_third_place_2026,tracked,brazil_core,multi_outcome_contract,15,Tereza Cristina,TODO_VERIFY,brazil-presidential-election-first-round-3rd-place-tereza-cristina,brazil-presidential-election-first-round-3rd-place,First-round third-place market; tests field fragmentation beyond Lula/Flávio.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
153,RSO-0153,29,Brazil Presidential Election First Round: 3rd Place,Brazil Presidential Election First Round: 3rd Place — Eduardo Leite,Brazil Presidential Election First Round: 3rd Place,Brazil Presidential Election First Round: 3rd Place Eduardo Leite,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_third_place_2026,tracked,brazil_core,multi_outcome_contract,16,Eduardo Leite,TODO_VERIFY,brazil-presidential-election-first-round-3rd-place-eduardo-leite,brazil-presidential-election-first-round-3rd-place,First-round third-place market; tests field fragmentation beyond Lula/Flávio.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
154,RSO-0154,29,Brazil Presidential Election First Round: 3rd Place,Brazil Presidential Election First Round: 3rd Place — Helder Barbalho,Brazil Presidential Election First Round: 3rd Place,Brazil Presidential Election First Round: 3rd Place Helder Barbalho,Brazil,brazil_presidential,presidential_two_round,brazil_first_round_third_place_2026,tracked,brazil_core,multi_outcome_contract,17,Helder Barbalho,TODO_VERIFY,brazil-presidential-election-first-round-3rd-place-helder-barbalho,brazil-presidential-election-first-round-3rd-place,First-round third-place market; tests field fragmentation beyond Lula/Flávio.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
155,RSO-0155,30,São Paulo Governor Election Winner,São Paulo Governor Election Winner — Tarcísio de Freitas,São Paulo Governor Election Winner,São Paulo Governor Election Winner Tarcísio de Freitas,Brazil,brazil_state,state_governor_two_round,sao_paulo_governor_2026,tracked,brazil_core,multi_outcome_contract,1,Tarcísio de Freitas,TODO_VERIFY,s-o-paulo-governor-election-winner-tarc-sio-de-freitas,sao-paulo-governor-election-winner,Brazil state-level governor market; diversifies Brazil away from only presidential markets.,needs_slug_clob_verification,appears_ok_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
156,RSO-0156,30,São Paulo Governor Election Winner,São Paulo Governor Election Winner — Fernando Haddad,São Paulo Governor Election Winner,São Paulo Governor Election Winner Fernando Haddad,Brazil,brazil_state,state_governor_two_round,sao_paulo_governor_2026,tracked,brazil_core,multi_outcome_contract,2,Fernando Haddad,TODO_VERIFY,s-o-paulo-governor-election-winner-fernando-haddad,sao-paulo-governor-election-winner,Brazil state-level governor market; diversifies Brazil away from only presidential markets.,needs_slug_clob_verification,appears_ok_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
157,RSO-0157,30,São Paulo Governor Election Winner,São Paulo Governor Election Winner — Kim Kataguiri,São Paulo Governor Election Winner,São Paulo Governor Election Winner Kim Kataguiri,Brazil,brazil_state,state_governor_two_round,sao_paulo_governor_2026,tracked,brazil_core,multi_outcome_contract,3,Kim Kataguiri,TODO_VERIFY,s-o-paulo-governor-election-winner-kim-kataguiri,sao-paulo-governor-election-winner,Brazil state-level governor market; diversifies Brazil away from only presidential markets.,needs_slug_clob_verification,appears_ok_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
158,RSO-0158,30,São Paulo Governor Election Winner,São Paulo Governor Election Winner — Márcio França,São Paulo Governor Election Winner,São Paulo Governor Election Winner Márcio França,Brazil,brazil_state,state_governor_two_round,sao_paulo_governor_2026,tracked,brazil_core,multi_outcome_contract,4,Márcio França,TODO_VERIFY,s-o-paulo-governor-election-winner-m-rcio-fran-a,sao-paulo-governor-election-winner,Brazil state-level governor market; diversifies Brazil away from only presidential markets.,needs_slug_clob_verification,appears_ok_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
159,RSO-0159,30,São Paulo Governor Election Winner,São Paulo Governor Election Winner — Erika Hilton,São Paulo Governor Election Winner,São Paulo Governor Election Winner Erika Hilton,Brazil,brazil_state,state_governor_two_round,sao_paulo_governor_2026,tracked,brazil_core,multi_outcome_contract,5,Erika Hilton,TODO_VERIFY,s-o-paulo-governor-election-winner-erika-hilton,sao-paulo-governor-election-winner,Brazil state-level governor market; diversifies Brazil away from only presidential markets.,needs_slug_clob_verification,appears_ok_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
160,RSO-0160,31,Next Prime Minister of Sweden,Next Prime Minister of Sweden — Magdalena Andersson,Next Prime Minister of Sweden,Next Prime Minister of Sweden Magdalena Andersson,Sweden,global_satellite,parliamentary_coalition,sweden_pm_2026,tracked,global_satellite,multi_outcome_contract,1,Magdalena Andersson,TODO_VERIFY,next-prime-minister-of-sweden-magdalena-andersson,next-prime-minister-of-sweden,Parliamentary/coalition satellite market; tests PM outcome vs party-seat outcome.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to all visible PM outcomes.
161,RSO-0161,31,Next Prime Minister of Sweden,Next Prime Minister of Sweden — Ulf Kristersson,Next Prime Minister of Sweden,Next Prime Minister of Sweden Ulf Kristersson,Sweden,global_satellite,parliamentary_coalition,sweden_pm_2026,tracked,global_satellite,multi_outcome_contract,2,Ulf Kristersson,TODO_VERIFY,next-prime-minister-of-sweden-ulf-kristersson,next-prime-minister-of-sweden,Parliamentary/coalition satellite market; tests PM outcome vs party-seat outcome.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to all visible PM outcomes.
162,RSO-0162,31,Next Prime Minister of Sweden,Next Prime Minister of Sweden — Jimmie Åkesson,Next Prime Minister of Sweden,Next Prime Minister of Sweden Jimmie Åkesson,Sweden,global_satellite,parliamentary_coalition,sweden_pm_2026,tracked,global_satellite,multi_outcome_contract,3,Jimmie Åkesson,TODO_VERIFY,next-prime-minister-of-sweden-jimmie-kesson,next-prime-minister-of-sweden,Parliamentary/coalition satellite market; tests PM outcome vs party-seat outcome.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to all visible PM outcomes.
163,RSO-0163,31,Next Prime Minister of Sweden,Next Prime Minister of Sweden — Ebba Busch,Next Prime Minister of Sweden,Next Prime Minister of Sweden Ebba Busch,Sweden,global_satellite,parliamentary_coalition,sweden_pm_2026,tracked,global_satellite,multi_outcome_contract,4,Ebba Busch,TODO_VERIFY,next-prime-minister-of-sweden-ebba-busch,next-prime-minister-of-sweden,Parliamentary/coalition satellite market; tests PM outcome vs party-seat outcome.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to all visible PM outcomes.
164,RSO-0164,31,Next Prime Minister of Sweden,Next Prime Minister of Sweden — Anna-Karin Hatt,Next Prime Minister of Sweden,Next Prime Minister of Sweden Anna-Karin Hatt,Sweden,global_satellite,parliamentary_coalition,sweden_pm_2026,tracked,global_satellite,multi_outcome_contract,5,Anna-Karin Hatt,TODO_VERIFY,next-prime-minister-of-sweden-anna-karin-hatt,next-prime-minister-of-sweden,Parliamentary/coalition satellite market; tests PM outcome vs party-seat outcome.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to all visible PM outcomes.
165,RSO-0165,31,Next Prime Minister of Sweden,Next Prime Minister of Sweden — Nooshi Dadgostar,Next Prime Minister of Sweden,Next Prime Minister of Sweden Nooshi Dadgostar,Sweden,global_satellite,parliamentary_coalition,sweden_pm_2026,tracked,global_satellite,multi_outcome_contract,6,Nooshi Dadgostar,TODO_VERIFY,next-prime-minister-of-sweden-nooshi-dadgostar,next-prime-minister-of-sweden,Parliamentary/coalition satellite market; tests PM outcome vs party-seat outcome.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to all visible PM outcomes.
166,RSO-0166,31,Next Prime Minister of Sweden,Next Prime Minister of Sweden — Amanda Lind,Next Prime Minister of Sweden,Next Prime Minister of Sweden Amanda Lind,Sweden,global_satellite,parliamentary_coalition,sweden_pm_2026,tracked,global_satellite,multi_outcome_contract,7,Amanda Lind,TODO_VERIFY,next-prime-minister-of-sweden-amanda-lind,next-prime-minister-of-sweden,Parliamentary/coalition satellite market; tests PM outcome vs party-seat outcome.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to all visible PM outcomes.
167,RSO-0167,31,Next Prime Minister of Sweden,Next Prime Minister of Sweden — Simona Mohamsson,Next Prime Minister of Sweden,Next Prime Minister of Sweden Simona Mohamsson,Sweden,global_satellite,parliamentary_coalition,sweden_pm_2026,tracked,global_satellite,multi_outcome_contract,8,Simona Mohamsson,TODO_VERIFY,next-prime-minister-of-sweden-simona-mohamsson,next-prime-minister-of-sweden,Parliamentary/coalition satellite market; tests PM outcome vs party-seat outcome.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to all visible PM outcomes.
168,RSO-0168,31,Next Prime Minister of Sweden,Next Prime Minister of Sweden — Daniel Helldén,Next Prime Minister of Sweden,Next Prime Minister of Sweden Daniel Helldén,Sweden,global_satellite,parliamentary_coalition,sweden_pm_2026,tracked,global_satellite,multi_outcome_contract,9,Daniel Helldén,TODO_VERIFY,next-prime-minister-of-sweden-daniel-helld-n,next-prime-minister-of-sweden,Parliamentary/coalition satellite market; tests PM outcome vs party-seat outcome.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to all visible PM outcomes.
169,RSO-0169,31,Next Prime Minister of Sweden,Next Prime Minister of Sweden — Elisabeth Thand Ringqvist,Next Prime Minister of Sweden,Next Prime Minister of Sweden Elisabeth Thand Ringqvist,Sweden,global_satellite,parliamentary_coalition,sweden_pm_2026,tracked,global_satellite,multi_outcome_contract,10,Elisabeth Thand Ringqvist,TODO_VERIFY,next-prime-minister-of-sweden-elisabeth-thand-ringqvist,next-prime-minister-of-sweden,Parliamentary/coalition satellite market; tests PM outcome vs party-seat outcome.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to all visible PM outcomes.
170,RSO-0170,32,Sweden Parliamentary Election Winner,Sweden Parliamentary Election Winner — Swedish Social Democratic Party (S),Sweden Parliamentary Election Winner,Sweden Parliamentary Election Winner Swedish Social Democratic Party (S),Sweden,global_satellite,parliamentary_coalition,sweden_most_seats_2026,tracked,global_satellite,multi_outcome_contract,1,Swedish Social Democratic Party (S),TODO_VERIFY,sweden-parliamentary-election-winner-swedish-social-democratic-party-s,sweden-parliamentary-election-winner,Most-seats counterpart to Sweden PM market.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to visible party outcomes; resolver may reveal more parties.
171,RSO-0171,32,Sweden Parliamentary Election Winner,Sweden Parliamentary Election Winner — Sweden Democrats (SD),Sweden Parliamentary Election Winner,Sweden Parliamentary Election Winner Sweden Democrats (SD),Sweden,global_satellite,parliamentary_coalition,sweden_most_seats_2026,tracked,global_satellite,multi_outcome_contract,2,Sweden Democrats (SD),TODO_VERIFY,sweden-parliamentary-election-winner-sweden-democrats-sd,sweden-parliamentary-election-winner,Most-seats counterpart to Sweden PM market.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to visible party outcomes; resolver may reveal more parties.
172,RSO-0172,32,Sweden Parliamentary Election Winner,Sweden Parliamentary Election Winner — Green Party (MP),Sweden Parliamentary Election Winner,Sweden Parliamentary Election Winner Green Party (MP),Sweden,global_satellite,parliamentary_coalition,sweden_most_seats_2026,tracked,global_satellite,multi_outcome_contract,3,Green Party (MP),TODO_VERIFY,sweden-parliamentary-election-winner-green-party-mp,sweden-parliamentary-election-winner,Most-seats counterpart to Sweden PM market.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to visible party outcomes; resolver may reveal more parties.
173,RSO-0173,32,Sweden Parliamentary Election Winner,Sweden Parliamentary Election Winner — Christian Democrats (KD),Sweden Parliamentary Election Winner,Sweden Parliamentary Election Winner Christian Democrats (KD),Sweden,global_satellite,parliamentary_coalition,sweden_most_seats_2026,tracked,global_satellite,multi_outcome_contract,4,Christian Democrats (KD),TODO_VERIFY,sweden-parliamentary-election-winner-christian-democrats-kd,sweden-parliamentary-election-winner,Most-seats counterpart to Sweden PM market.,needs_slug_clob_verification,appears_strong_from_paste,appears_clear_from_paste,Expanded to visible party outcomes; resolver may reveal more parties.
174,RSO-0174,33,Next Premier of Quebec,Next Premier of Quebec — Paul St-Pierre Plamondon,Next Premier of Quebec,Next Premier of Quebec Paul St-Pierre Plamondon,Canada,global_satellite,provincial_parliamentary,quebec_next_premier_2026,tracked,global_satellite,multi_outcome_contract,1,Paul St-Pierre Plamondon,TODO_VERIFY,next-premier-of-quebec-paul-st-pierre-plamondon,next-premier-of-quebec,Canadian provincial executive satellite market.,needs_slug_clob_verification,needs_orderbook_check,appears_clear_from_paste,Expanded to all visible premier outcomes.
175,RSO-0175,33,Next Premier of Quebec,Next Premier of Quebec — Charles Milliard,Next Premier of Quebec,Next Premier of Quebec Charles Milliard,Canada,global_satellite,provincial_parliamentary,quebec_next_premier_2026,tracked,global_satellite,multi_outcome_contract,2,Charles Milliard,TODO_VERIFY,next-premier-of-quebec-charles-milliard,next-premier-of-quebec,Canadian provincial executive satellite market.,needs_slug_clob_verification,needs_orderbook_check,appears_clear_from_paste,Expanded to all visible premier outcomes.
176,RSO-0176,33,Next Premier of Quebec,Next Premier of Quebec — Christine Fréchette,Next Premier of Quebec,Next Premier of Quebec Christine Fréchette,Canada,global_satellite,provincial_parliamentary,quebec_next_premier_2026,tracked,global_satellite,multi_outcome_contract,3,Christine Fréchette,TODO_VERIFY,next-premier-of-quebec-christine-fr-chette,next-premier-of-quebec,Canadian provincial executive satellite market.,needs_slug_clob_verification,needs_orderbook_check,appears_clear_from_paste,Expanded to all visible premier outcomes.
177,RSO-0177,33,Next Premier of Quebec,Next Premier of Quebec — Bernard Drainville,Next Premier of Quebec,Next Premier of Quebec Bernard Drainville,Canada,global_satellite,provincial_parliamentary,quebec_next_premier_2026,tracked,global_satellite,multi_outcome_contract,4,Bernard Drainville,TODO_VERIFY,next-premier-of-quebec-bernard-drainville,next-premier-of-quebec,Canadian provincial executive satellite market.,needs_slug_clob_verification,needs_orderbook_check,appears_clear_from_paste,Expanded to all visible premier outcomes.
178,RSO-0178,33,Next Premier of Quebec,Next Premier of Quebec — Ruba Ghazal,Next Premier of Quebec,Next Premier of Quebec Ruba Ghazal,Canada,global_satellite,provincial_parliamentary,quebec_next_premier_2026,tracked,global_satellite,multi_outcome_contract,5,Ruba Ghazal,TODO_VERIFY,next-premier-of-quebec-ruba-ghazal,next-premier-of-quebec,Canadian provincial executive satellite market.,needs_slug_clob_verification,needs_orderbook_check,appears_clear_from_paste,Expanded to all visible premier outcomes.
179,RSO-0179,33,Next Premier of Quebec,Next Premier of Quebec — Sol Zanetti,Next Premier of Quebec,Next Premier of Quebec Sol Zanetti,Canada,global_satellite,provincial_parliamentary,quebec_next_premier_2026,tracked,global_satellite,multi_outcome_contract,6,Sol Zanetti,TODO_VERIFY,next-premier-of-quebec-sol-zanetti,next-premier-of-quebec,Canadian provincial executive satellite market.,needs_slug_clob_verification,needs_orderbook_check,appears_clear_from_paste,Expanded to all visible premier outcomes.
180,RSO-0180,33,Next Premier of Quebec,Next Premier of Quebec — Éric Duhaime,Next Premier of Quebec,Next Premier of Quebec Éric Duhaime,Canada,global_satellite,provincial_parliamentary,quebec_next_premier_2026,tracked,global_satellite,multi_outcome_contract,7,Éric Duhaime,TODO_VERIFY,next-premier-of-quebec-ric-duhaime,next-premier-of-quebec,Canadian provincial executive satellite market.,needs_slug_clob_verification,needs_orderbook_check,appears_clear_from_paste,Expanded to all visible premier outcomes.
181,RSO-0181,34,Quebec General Election Winner,Quebec General Election Winner — PQ,Quebec General Election Winner,Quebec General Election Winner PQ,Canada,global_satellite,provincial_parliamentary,quebec_general_election_winner_2026,tracked,global_satellite,multi_outcome_contract,1,PQ,TODO_VERIFY,quebec-general-election-winner-pq,quebec-general-election-winner,Canadian provincial most-seats/party winner market.,needs_slug_clob_verification,appears_ok_from_paste,appears_clear_from_paste,Expanded to all visible party outcomes.
182,RSO-0182,34,Quebec General Election Winner,Quebec General Election Winner — PLQ,Quebec General Election Winner,Quebec General Election Winner PLQ,Canada,global_satellite,provincial_parliamentary,quebec_general_election_winner_2026,tracked,global_satellite,multi_outcome_contract,2,PLQ,TODO_VERIFY,quebec-general-election-winner-plq,quebec-general-election-winner,Canadian provincial most-seats/party winner market.,needs_slug_clob_verification,appears_ok_from_paste,appears_clear_from_paste,Expanded to all visible party outcomes.
183,RSO-0183,34,Quebec General Election Winner,Quebec General Election Winner — CAQ,Quebec General Election Winner,Quebec General Election Winner CAQ,Canada,global_satellite,provincial_parliamentary,quebec_general_election_winner_2026,tracked,global_satellite,multi_outcome_contract,3,CAQ,TODO_VERIFY,quebec-general-election-winner-caq,quebec-general-election-winner,Canadian provincial most-seats/party winner market.,needs_slug_clob_verification,appears_ok_from_paste,appears_clear_from_paste,Expanded to all visible party outcomes.
184,RSO-0184,34,Quebec General Election Winner,Quebec General Election Winner — PCQ,Quebec General Election Winner,Quebec General Election Winner PCQ,Canada,global_satellite,provincial_parliamentary,quebec_general_election_winner_2026,tracked,global_satellite,multi_outcome_contract,4,PCQ,TODO_VERIFY,quebec-general-election-winner-pcq,quebec-general-election-winner,Canadian provincial most-seats/party winner market.,needs_slug_clob_verification,appears_ok_from_paste,appears_clear_from_paste,Expanded to all visible party outcomes.
185,RSO-0185,34,Quebec General Election Winner,Quebec General Election Winner — QS,Quebec General Election Winner,Quebec General Election Winner QS,Canada,global_satellite,provincial_parliamentary,quebec_general_election_winner_2026,tracked,global_satellite,multi_outcome_contract,5,QS,TODO_VERIFY,quebec-general-election-winner-qs,quebec-general-election-winner,Canadian provincial most-seats/party winner market.,needs_slug_clob_verification,appears_ok_from_paste,appears_clear_from_paste,Expanded to all visible party outcomes.
186,RSO-0186,34,Quebec General Election Winner,Quebec General Election Winner — PVQ,Quebec General Election Winner,Quebec General Election Winner PVQ,Canada,global_satellite,provincial_parliamentary,quebec_general_election_winner_2026,tracked,global_satellite,multi_outcome_contract,6,PVQ,TODO_VERIFY,quebec-general-election-winner-pvq,quebec-general-election-winner,Canadian provincial most-seats/party winner market.,needs_slug_clob_verification,appears_ok_from_paste,appears_clear_from_paste,Expanded to all visible party outcomes.
187,RSO-0187,35,Toronto Mayoral Election Winner,Toronto Mayoral Election Winner — Olivia Chow,Toronto Mayoral Election Winner,Toronto Mayoral Election Winner Olivia Chow,Canada,global_satellite,municipal,toronto_mayor_2026,tracked,global_satellite,multi_outcome_contract,1,Olivia Chow,TODO_VERIFY,toronto-mayoral-election-winner-olivia-chow,toronto-mayoral-election-winner,Municipal executive satellite market; tests local-election forecasting.,needs_slug_clob_verification,appears_ok_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
188,RSO-0188,35,Toronto Mayoral Election Winner,Toronto Mayoral Election Winner — Brad Bradford,Toronto Mayoral Election Winner,Toronto Mayoral Election Winner Brad Bradford,Canada,global_satellite,municipal,toronto_mayor_2026,tracked,global_satellite,multi_outcome_contract,2,Brad Bradford,TODO_VERIFY,toronto-mayoral-election-winner-brad-bradford,toronto-mayoral-election-winner,Municipal executive satellite market; tests local-election forecasting.,needs_slug_clob_verification,appears_ok_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
189,RSO-0189,35,Toronto Mayoral Election Winner,Toronto Mayoral Election Winner — Michael Ford,Toronto Mayoral Election Winner,Toronto Mayoral Election Winner Michael Ford,Canada,global_satellite,municipal,toronto_mayor_2026,tracked,global_satellite,multi_outcome_contract,3,Michael Ford,TODO_VERIFY,toronto-mayoral-election-winner-michael-ford,toronto-mayoral-election-winner,Municipal executive satellite market; tests local-election forecasting.,needs_slug_clob_verification,appears_ok_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
190,RSO-0190,35,Toronto Mayoral Election Winner,Toronto Mayoral Election Winner — Anthony Furey,Toronto Mayoral Election Winner,Toronto Mayoral Election Winner Anthony Furey,Canada,global_satellite,municipal,toronto_mayor_2026,tracked,global_satellite,multi_outcome_contract,4,Anthony Furey,TODO_VERIFY,toronto-mayoral-election-winner-anthony-furey,toronto-mayoral-election-winner,Municipal executive satellite market; tests local-election forecasting.,needs_slug_clob_verification,appears_ok_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
191,RSO-0191,35,Toronto Mayoral Election Winner,Toronto Mayoral Election Winner — Kevin Clarke,Toronto Mayoral Election Winner,Toronto Mayoral Election Winner Kevin Clarke,Canada,global_satellite,municipal,toronto_mayor_2026,tracked,global_satellite,multi_outcome_contract,5,Kevin Clarke,TODO_VERIFY,toronto-mayoral-election-winner-kevin-clarke,toronto-mayoral-election-winner,Municipal executive satellite market; tests local-election forecasting.,needs_slug_clob_verification,appears_ok_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
192,RSO-0192,35,Toronto Mayoral Election Winner,Toronto Mayoral Election Winner — Ana Bailão,Toronto Mayoral Election Winner,Toronto Mayoral Election Winner Ana Bailão,Canada,global_satellite,municipal,toronto_mayor_2026,tracked,global_satellite,multi_outcome_contract,6,Ana Bailão,TODO_VERIFY,toronto-mayoral-election-winner-ana-bail-o,toronto-mayoral-election-winner,Municipal executive satellite market; tests local-election forecasting.,needs_slug_clob_verification,appears_ok_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
193,RSO-0193,35,Toronto Mayoral Election Winner,Toronto Mayoral Election Winner — Marco Mendicino,Toronto Mayoral Election Winner,Toronto Mayoral Election Winner Marco Mendicino,Canada,global_satellite,municipal,toronto_mayor_2026,tracked,global_satellite,multi_outcome_contract,7,Marco Mendicino,TODO_VERIFY,toronto-mayoral-election-winner-marco-mendicino,toronto-mayoral-election-winner,Municipal executive satellite market; tests local-election forecasting.,needs_slug_clob_verification,appears_ok_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
194,RSO-0194,35,Toronto Mayoral Election Winner,Toronto Mayoral Election Winner — John Tory,Toronto Mayoral Election Winner,Toronto Mayoral Election Winner John Tory,Canada,global_satellite,municipal,toronto_mayor_2026,tracked,global_satellite,multi_outcome_contract,8,John Tory,TODO_VERIFY,toronto-mayoral-election-winner-john-tory,toronto-mayoral-election-winner,Municipal executive satellite market; tests local-election forecasting.,needs_slug_clob_verification,appears_ok_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
195,RSO-0195,36,Vancouver Mayoral Election Winner,Vancouver Mayoral Election Winner — Kareem Allam,Vancouver Mayoral Election Winner,Vancouver Mayoral Election Winner Kareem Allam,Canada,global_satellite,municipal,vancouver_mayor_2026,tracked,global_satellite,multi_outcome_contract,1,Kareem Allam,TODO_VERIFY,vancouver-mayoral-election-winner-kareem-allam,vancouver-mayoral-election-winner,Municipal executive satellite market; tests local-election forecasting outside Toronto.,needs_slug_clob_verification,appears_ok_from_paste,appears_clear_from_paste,Expanded to all visible candidate outcomes.
